Wichita class,1,1,Heavy Cruiser,10000 BRT ,608 feet ,863 men ,"9 8""/55 guns (3x3). 8 5""/38 DP guns (8x1). 8 .5"" AA. 4 aircraft, 2 catapults. ",33.5 knots,"Geared turbines, 4 shafts ",100000 ,"Wichita was based on the design of the Brooklyn class light cruisers, with its aviation being at the stern as opposed to amidships like earlier heavy cruisers. Wichita's design was the transition to the later heavy cruisers.  ",http://uboat.net/allies/warships/class/246.html
Gearing class,98,98,Destroyer,2425 BRT ,390 feet ,345 men ,"6 x 5""/38 calibre guns 2 x 40mm twin anti-aircraft mounts 2 x 40mm quadruple anti-aircraft mounts 2 x 21"" quintuple torpedo tubes  ",34 knots,Turbines ,60000 ,"This was basically a lengthened Allen M Sumner class destroyer. Cancelled hull numbers of this class were: 720-721, 766-769, 791, 809-816, 854-856 and 891-926. USS Lansdale (DD-766), USS Seymour D. Owens (DD-767) and USS Seaman (DD-791) were delivered partially completed but never finished. US Navy destroyer classes during WWII: Sampson - Caldwell - Wickes - Clemson - Farragut - Porter - Mahan - Gridley - Bagley - Somers - Benham - Sims - Benson / Gleaves - Fletcher - Allen M. Sumner - Gearing  ",http://uboat.net/allies/warships/class/247.html
A (AG) class,5,5,Submarine,390/520 BRT ,46m ,32 men ,"4 bow torpedo tubes (8 torpedoes) 1 x 4,5 cm semi-automatic gun (200 rounds) or 1x4,7 cm gun 1 machine gun. ","14,5/10,5 knots (surfaced/submerged)",,960/480  (surfaced/submerged),"These boats were actually of Holland 602GF/602L type and their Russian abbreviation AG comes from ""Amerikanski Golland"" (American Holland). Eleven units were ordered by Naval Ministry of Russian Empire to Electric Boat Co in the end of WWI and assembled at Russian shipyards. Assembling of Black Sea AGs in Nikolayev was slowed down by revolutionary events in Russia. These submarines were completed in spite of many necessary parts and machinery shortage. One AG was transferred to Bizerta by White Forces and five were left to Red Forces after the Civil war. Finally, their building was completed by engineers of the young country of Soviets. Before WWII all AG submarines were modernized (new conning tower and power supply) and had technical data as shown. ",http://uboat.net/allies/warships/class/248.html
Project 7 class,28,28,Destroyer,2405 (full load) BRT ,112.8 m ,236 men ,"4 5.1"" guns (4x1) 2 3"" AA guns (2x1) 2 37 mm AA (2x1) 4 12.7mm AA (2x2) 6 21"" torpedo tubes (2x3) 48 mines ",38 knots,"Geared turbines, 2 shafts ",56000 HP , ,http://uboat.net/allies/warships/class/249.html
Project 7u class,18,18,Destroyer, , , , ,,,, ,http://uboat.net/allies/warships/class/250.html
Project 30 class,1,1,Destroyer, , , , ,,,, ,http://uboat.net/allies/warships/class/251.html
Novik class,17,17,Destroyer, , , , ,,,, ,http://uboat.net/allies/warships/class/252.html
Regele Ferdinand class,2,2,Destroyer, , , , ,,,,These were captured Romanian destroyers. ,http://uboat.net/allies/warships/class/253.html
Marashti class,2,2,Destroyer, , , , ,,,,These were captured Romanian destroyers. ,http://uboat.net/allies/warships/class/254.html
Tench class,30,31,Submarine,1570 / 2416 BRT ,312 feet ,6 + 60 men ,"Ten 21"" torpedo tubes, six forward, four aft, 24 torpedoes. one 5""/25 deck gun. one 40mm gun. one 20mm gun. two .50 cal. machine guns. ",20.25 / 8.75 kts. knots (surfaced/submerged),Diesel / Electric ,5400 / 2740 hp.  (surfaced/submerged), ,http://uboat.net/allies/warships/class/257.html
Wyoming class,2,2,Battleship,26066 BRT ,562 feet ,1242 men ,"12 x 12""/50 guns (6x2). 16 x 5""/51 guns (16x1). 8 x 3""50 AA guns (8x1). 2 aircraft, 1 catapult. ",21 knots,"Direct drive turbines, 4 shafts. ",28000 SHP , ,http://uboat.net/allies/warships/class/258.html
Raven class,2,2,Minesweeper,1040 BRT ,220.6 feet ,105 men ,"1-3 inch, 2-40 mm(AA). ",18 knots,,,Out of this class the Auk class was evolved. ,http://uboat.net/allies/warships/class/259.html
Sampson class,1,1,Destroyer,1.070 BRT ,315 feet ,99 men ,4 x 4inch 2 x 1pdr AA 12 x 21inch TT  ,29.5 knots,"Direct drive turbines with geared cruising turbines, 2 screws ",17.500 ,Only one ship was left to serve with the USN at the time of the Second World War. ,http://uboat.net/allies/warships/class/260.html
Caldwell class,4,4,Destroyer,1.125 BRT ,316 feet ,100 men ,4 x 4inch 2 x 1pdr AA 12 x 21inch TT ,30 knots,Geared turbines ,18.500 ,"Only three ships, out of six, were left in the reserve fleet at the outbreak of the Second World War. They were recommissioned in 1940 for transfer to Great Britain. US Navy destroyer classes during WWII: Sampson - Caldwell - Wickes - Clemson - Farragut - Porter - Mahan - Gridley - Bagley - Somers - Benham - Sims - Benson / Gleaves - Fletcher - Allen M. Sumner - Gearing  ",http://uboat.net/allies/warships/class/261.html
Bagley class,8,8,Destroyer,2245 BRT ,341 feet ,158 men ,"Armament 4 x 5""/38AA (4x1) 4 x 0.5"" MG 16 x 21"" TT.(4x4).  ",38.5 knots,"General Electric Geared Turbines, 2 screws ",49.000 SHP ,Range 6500 nautical miles at 12 knots. These destroyers were based on the previous Gridley class but had the power plants of the older Mahan class making them slower than the Gridleys. All 8 of them were located at Pearl Harbor on 7 Dec 1941 as Destroyer Squadron Four. They fought throughout the war in the Pacific and were scrapped after the war in 1946 and 1947. US Navy destroyer classes during WWII: Sampson - Caldwell - Wickes - Clemson - Farragut - Porter - Mahan - Gridley - Bagley - Somers - Benham - Sims - Benson / Gleaves - Fletcher - Allen M. Sumner - Gearing  ,http://uboat.net/allies/warships/class/262.html
Pensacola class,2,2,Heavy Cruiser,9.100 BRT ,586 feet ,635 men ,"10 x 8""/55 guns (2x3,2x2). 4 x 5""/25, (4x1). 6 x 21"" torpedo tubes (2x3). 4 Aircraft, 2 catapults.  ",32.5 knots knots,"Geared Turbines, 4 shafts ",107.000 shp ,"Armour: 4"" Belt, 2 1/2 Turrets, 1"" Deck, 1 1/4 Conning Tower. ",http://uboat.net/allies/warships/class/263.html
O-1 class,8,8,Submarine,521/629 BRT ,172 feet ,2 + 27 men ,"Four 18"", torpedo tubes, 8 torpedoes. one 3""/23 deck gun. ",14/10.5 kts knots (surfaced/submerged),"New England Ship and Engine Co diesels, New York Navy Yard electric motors, 1 shaft ",880 hp/740 hp  (surfaced/submerged),All laid up in the reserve fleet by the time of the Second World War. These old boats were unfit for fleet operations and were only used for training. ,http://uboat.net/allies/warships/class/264.html
S-3 class,3,3,Submarine,876/1092 BRT ,231 feet ,4 + 34 men ,"Five 21"" torpedo tubes, 14 torpedoes. one 4""/50 deck gun. ",15/11 kts knots (surfaced/submerged),Diesel engines/Electric engines 2 shafts ,2000/1200 hp.  (surfaced/submerged), ,http://uboat.net/allies/warships/class/265.html
S-4 class,4,4,Submarine,876/1092 BRT ,231 feet ,4 + 34 men ,"Five 21"" torpedo tubes, 14 torpedoes. one 4""/50 deck gun. ",15/11 kts knots (surfaced/submerged),Diesel / Electric 2 shafts ,2000/1200 hp  (surfaced/submerged), ,http://uboat.net/allies/warships/class/266.html
S-48 class,1,1,Submarine,903/1230 BRT ,240 feet ,4 + 34 men ,"Five 21"" torpedo tubes, 16 torpedoes. one 4""/50 deck gun. ",14.5/11 kts knots (surfaced/submerged),diesels/electric 2 shafts ,1800/1500 hp.  (surfaced/submerged), ,http://uboat.net/allies/warships/class/267.html
Shark class,2,2,Submarine,1316 / 1968 BRT ,298 feet ,5 + 45 men ,"Six 21"" torpedo tubes, 16 torpedoes. one 3""/50 deck gun. two .50 cal machine guns. two .30 cal machine guns. ",19.5 / 8.25 kts knots (surfaced/submerged),Diesel / Electric ,4300 / 2085 hp.  (surfaced/submerged), ,http://uboat.net/allies/warships/class/268.html
St. Louis class,2,2,Light cruiser,10000 BRT ,608 feet ,868 men ,"15 x 6""/47 (5x3). 8 x 5""/38AA (4x2). 8 x 0.5"" AA. 4 Aircraft, 2 catapults. ",32.5 knots,"Geared Turbines, 4 shafts ",100000 SHP ,"Also known as the ""Modified Brooklyn-class"". These two ships had 4 twin enclosed 5\'38 mounts, two on the port side and two on the starboard side where the Brooklyn class had single 5""/38 mounts. The superstructure was also different. ",http://uboat.net/allies/warships/class/269.html
Tacoma class,75,75,Frigate,1430 BRT ,304 feet ,190 men ,"3 3""/50 AA guns (3x1). 4 40mm AA (2x2). 9 20mm AA (9x1). ",20 knots,"Geared turbines, two shafts ",5500 ,"This class was based on the British River class frigate with American adjustments (3"" gun instead of the British 4"" etc). These ships were built to mercantile standards making them quicker to build but weaker than destroyer escorts for example. 96 were built, 21 of those going to Britain as the Colony class frigates. These ships were mostly intended as anti-submarine vessels.  ",http://uboat.net/allies/warships/class/270.html
Courbet class,2,2,Battleship,22189 BRT ,168 meters ,27 officers + 1041 men ,"22 x 12""/45 guns(6x2). 22 x 5.5""/55 guns (22x1). 7 × 3"" AA guns. 4 × 47mm AA. ",20 knots,"Geared turbines, 4 shafts ",28000 SHP ,"These ships were obsolete when the Second World War broke out, and were mainly used for training purposes. ",http://uboat.net/allies/warships/class/271.html
Bretagne class,3,3,Battleship,23230 BRT ,166 meters ,1133 men ,"Bretagne, Provence ; 10 13.4""/45 guns (5x2). 14 5.5""/55 guns (14x1). 8 3"" AA guns (8x1). 4 47mm AA. 12 12mm AA. Lorraine ; 13.4""/45 guns (4x2). 14 5.5""/55 guns (14x1). 8 3.9""/60 AA guns (4x2). 4 47mm AA. 12 12mm AA. 1 aircraft, 1 catapult ",21.5 knots,"Geared turbines, 4 shafts ",29000 SHP ,Lorraine was modified before the war. ,http://uboat.net/allies/warships/class/272.html
Richelieu class,2,2,Battleship,35000 BRT ,248 meters ,1550 men ,"As designed; 8 15""/45 guns (2x4). 9 6""/55 guns (3x3). 12 3.9""/45 DP guns (6x2). 8 37mm AA (4×2). 16 13mm AA (4×4). 3 aircraft, 2 catapults. ",32 knots,"Geared turbines, 4 shafts ",150000 SHP , ,http://uboat.net/allies/warships/class/273.html
Dunkerque class,2,2,Battlecruiser,26500 BRT ,214 meters ,1431 men ,"8 13""/50 guns (2x4). 16 5.1""/45 DP guns (3x4, 2x2). 8 37 mm AA (4x2). 16 13 mm AA (4x4). 4 aircraft, 1 catapult. ",30 knots,"Geared turbines, 4 shafts ",135000 SHP ,These ships were the French answer to the German pocket battleships. These ships are sometimes classified as battleships or light battleships. ,http://uboat.net/allies/warships/class/274.html
Béarn class,1,1,Aircraft carrier,22146 BRT ,183 meters ,875 men ,"8 6.1""/55 guns (8x1). 6 3"" AA guns (6x1). 8 37 mm AA (8x1). 16 MG. 4 21.7 inch torpedo tubes. 40 aircraft. ",21.5 knots,"Geared turbines + reciprocating engines, 4 shafts ",22.500 SHP + 15.000 IHP ,Laid down as battleship but construction halted during the First World War. Redesigned as aircraft carrier. Obsolete by the time of the Second World War. ,http://uboat.net/allies/warships/class/275.html
Duquesne class,2,2,Heavy cruiser,10000 BRT ,191 meters ,605 men ,"8 8""/50 guns (4x2). 8 3""/50 AA guns (8x1). 8 37mm AA (4x2). 12 13mm AA (3x4). 6 21.7"" torpedo tubes (2×3). 2 aircraft, 1 catapult. ",33.5 knots,"Geared turbines, 4 shafts ",120000 SHP , ,http://uboat.net/allies/warships/class/276.html
Suffren class,4,4,Heavy cruiser,11000 BRT ,196 meters ,605 men ,"8 8""/50 guns (4x2). 8 3""/55 AA guns (8x1). 8 37mm AA (4x2). 12 13mm AA (3x4). 6 21.7"" torpedo tubes (2x3). 3 (Suffren 2) aircraft, 2 catapults. ",31 knots,"Geared turbines, 3 shafts ",90000 SHP , ,http://uboat.net/allies/warships/class/277.html
Algérie class,1,1,Heavy cruiser,10000 BRT ,188 meters ,748 men ,"8 8""/55 guns (4x2). 12 3.9""/45 DP guns. 8 37mm AA (4x2). 16 13mm AA (4×4). 6 21.7"" torpedo tubes (2×3). 3 aircraft, 1 catapult. ",31 knots,"Geared turbines, 4 shafts ",84000 SHP , ,http://uboat.net/allies/warships/class/278.html
Duguay-Trouin class,3,3,Light cruiser,7249 BRT ,181 meters ,27 officers + 551 men ,"8 6.1""/50 guns (4x2). 4 3"" AA guns (4x1). 4 13mm AA. 12 21.7"" torpedo tubes (4x3). 2 aircraft, 1 catapult.  ",33 knots,"Geared turbines, 4 shafts ",102000 SHP , ,http://uboat.net/allies/warships/class/279.html
Jeanne d'Arc class,1,1,Light cruiser,6496 BRT ,170 ,506 men ,"8 6.1""/50 guns (4x2). 4 3"" AA guns (4x1).,/br> 4 37mm AA. (2x2). 2 21.7"" torpedo tubes (2x1). 2 aircraft. The ship was not equipped with a catapult. ",25 knots,"Geared turbines, 2 shafts ",32500 SHP ,Training cruiser. ,http://uboat.net/allies/warships/class/280.html
Pluton class,1,1,Light cruiser,4773 BRT ,144 meters ,406 men ,"4 5.5"" guns (4x1). 4 3"" AA guns (4x1). 2 37mm AA (2x1). 12 13mm AA (4x3). 290 mines. ",30 knots,"Geared turbines, 2 shafts ",57000 SHP ,"Minelayer cruiser, also used as a gunnery training ship. ",http://uboat.net/allies/warships/class/281.html
Emile Bertin class,1,1,Light cruiser,5886 BRT ,177 meters ,567 men ,"9 6.1"" guns (3x3). 4 3"" AA guns (1x2, 2x1). 8 37 mm AA. (4x2). 8 13 mm AA. (4x2). 6 21.7"" torpedo tubes (2x3). 200 mines. 2 aircraft, 1 catapult. ",34 knots,"Geared turbines, 4 shafts. ",102000 SHP ,The ship's maximum speed is reported to have been more than 40 knots. ,http://uboat.net/allies/warships/class/282.html
La Galissonniere class,6,6,Light cruiser,7600 BRT ,179 meters ,540 men ,"9 6.1"" guns (3x3). 8 3.5"" AA guns (4x2). 12 13mm AA (4x3). 4 21.7"" torpedo tubes (2x2). 4 aircraft, 1 catapult. ",32 knots knots,"Geared turbines, 2 shafts ",84000 SHP , ,http://uboat.net/allies/warships/class/283.html
Chacal class,8,8,Large destroyer,2126 BRT ,127 meters ,8 officers + 196 men ,"As designed; 5 5.1"" guns (5x1). 2 3"" AA guns (2x1). 6 21.7"" torpedo tubes (2x3). as modified in 1939; 4 5.1"" guns (4x1). 8 13 mm AA. 6 21.7"" torpedo tubes (2x3). ",35.5 knots,"Geared turbines, 2 shafts ",55000 SHP , ,http://uboat.net/allies/warships/class/284.html
Bourrasque class,13,13,Destroyer,1298 BRT ,106 meters ,7 officers + 138 men ,"4 5.1"" guns. (4x1). 2 37 mm AA (2x1). 4 13 mm AA (2x2). 6 21.7"" torpedo tubes (2x3). ",33 knots,"Geared turbines, 2 shafts ",31000 SHP , ,http://uboat.net/allies/warships/class/285.html
L'Adroit class,14,14,Destroyer,1378 BRT ,107 meters ,100 men ,"4 5.1"" guns (4x1). 2 37 mm AA. 4 13 mm AA. 6 21/7"" torpedo tubes (2x3). ",33 knots,"Geared turbines, 2 shafts ",35000 , ,http://uboat.net/allies/warships/class/286.html
Guepard class,6,6,Large destroyer,2436 BRT ,130 meters ,209 men ,"5 5.5"" guns (5x1). 4 37 mm AA. 4 13 mm AA. 6 21.7"" torpedo tubes (2x3). ",35.5 knots,"Geared turbines, 2 shafts ",64000 SHP , ,http://uboat.net/allies/warships/class/287.html
Aigle class,6,6,Large destroyer,2441 BRT ,129 meters ,220 men ,"5 5.5"" guns (5x1). 4 37 mm AA. 4 13 mm AA. 6 21.7"" torpedo tubes (2x3). ",36 knots,"Geared turbines, 2 shafts ",68000 SHP , ,http://uboat.net/allies/warships/class/288.html
Vauquelin class,6,6,Large destroyer,2441 BRT ,129 metres ,10 officers + 210 men ,"5 5.5"" guns (5x1). 4 37mm AA. 4 13mm AA. 7 21.7"" torpedo tubes (1x3,2x2). ",36 knots,"Geared turbines, 2 shafts ",64000 SHP , ,http://uboat.net/allies/warships/class/289.html
Le Fantasque class,7,7,Large destroyer,2569 BRT ,132 metres ,10 officers + 210 men ,"5 5.5"" guns. (5x1). 4 37 mm AA. 4 13 mm AA. 9 21.7"" torpedo tubes (3x3).  ",37 knots,"Geared turbines, 2 shafts ",74000 SHP ,"These ships were extremely fast, they could reach speeds well over 40 knots. ",http://uboat.net/allies/warships/class/290.html
Mogador class,2,2,Large destroyer,2884 BRT ,137 metres ,12 officers + 226 men ,"8 5.5"" guns (4x2). 4 37 mm AA (2x2). 4 13 mm AA (2x2). 10 21.7"" torpedo tubes (2x3,2x2). 40 mines. ",39 knots,"Geared turbines, 2 shafts ",92000 SHP ,"The largest destroyers in the world, also very fast, Volta for instance reached 43.78 knots on trials. ",http://uboat.net/allies/warships/class/291.html
Le Hardi class,8,8,Destroyer,1772 BRT ,117 metres ,187 men ,"6 5.1"" DP guns (3x2). 2 37 mm AA (1x2). 4 13 mm AA (2x2). 7 21.7"" torpedo tubes (1x3,2x2). ",37 knots,"Geared turbines, 2 shafts ",58000 SHP , ,http://uboat.net/allies/warships/class/292.html
Requin class,10,10,Submarine,974 / 1441 BRT ,78 metres ,4 officers + 50 men ,"1 3.9"" gun. 1 13 mm AA. 10 21.7"" torpedo tubes. ",15 / 9 knots (surfaced/submerged),"Diesel / electric, 2 shafts ",2900 BHP / 1800 SHP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/293.html
Surcouf class,1,1,Submarine,2880 / 4304 BRT ,110 metres ,8 officers + 110 men ,"2 8"" guns (1x2). 2 37 mm AA. 4 13 mm AA (2x2). 6 21.7"" torpedo tubes, 14 torpedo's. 4 15.7"" torpedo tubes, 8 torpedo's. 1 aircraft. ",18.5 / 10 knots (surfaced/submerged),"Diesel / electric, 2 shafts ",7600 BHP / 3400 SHP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/294.html
Circé class,4,4,Submarine,552 / 785 BRT ,64 metres ,41 men ,"1 3"" gun. 2 13 mm AA. (1x2) 7 21.7"" torpedo tubes.  ",14 / 7.5 knots (surfaced/submerged),"Diesel / electric, 2 shafts ",1200 BHP / 1000 SHP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/295.html
Redoutable class,17,17,Submarine,1384 / 2080 BRT ,92 metres ,4 officers + 59 men ,"1 3.9"" gun. 1 37 mm AA. 1 13 mm AA. 9 21.7"" torpedo tubes. 2 15.7"" torpedo tubes. ",17 / 10 knots (surfaced/submerged),"Diesel / electric, 2 shafts ",6000 BHP / 2000 SHP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/296.html
Saphir class,6,6,Submarine,670 / 925 BRT ,66 metres ,3 officers + 37 men ,"1 3"" gun. 2 13 mm AA. 3 21.7"" torpedo tubes. 2 15.7"" torpedo tubes. 32 mines ",12 / 9 knots (surfaced/submerged),"Diesel / electric, 2 shafts ",1300 BHP / 1000 SHP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/297.html
Argonaute class,5,5,Submarine,630 / 798 BRT ,63 metres ,4 officers + 38 men ,"1 3"" gun. 1 13 mm AA. 6 21.7"" torpedo tubes. 2 15.7"" torpedo tubes. ",14 / 9 knots (surfaced/submerged),"Diesel / electric, 2 shafts ",1300 BHP / 1000 SHP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/298.html
Diane class,9,9,Submarine,571 / 809 BRT ,64 metres ,4 officers + 38 men ,"1 3"" gun. 1 13 mm AA. 6 21.7"" torpedo tubes. 2 15.7"" torpedo tubes. ",14 / 9 knots (surfaced/submerged),"Diesel / electric, 2 shafts ",1400 BHP / 1000 SHP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/299.html
Orion class,2,2,Submarine,558 / 787 BRT ,67 metres ,4 officers + 38 men ,"1 3"" guns. 1 13 mm AA. 6 21.7"" torpedo tubes. 2 15.7"" torpedo tubes. ",14 / 9 knots (surfaced/submerged),Diesel / electric ,1400 BHP / 1000 SHP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/300.html
L'Espoire class,6,6,Submarine,1384 / 2080 BRT ,92 metres ,4 officers + 59 men ,"1 3.9"" gun. 1 37 mm AA. 1 13 mm AA. 9 21.7"" torpedo tubes. 2 15.7"" torpedo tubes. ",19 / 10 knots (surfaced/submerged),"Diesel / electric, 2 shafts ",7200 BHP / 2000 SHP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/301.html
Agosta class,6,6,Submarine,1384 / 2080 BRT ,92 metres ,4 officers + 59 men ,"1 3.9"" gun. 1 37 mm AA. 1 13 mm AA. 9 21.7"" torpedo tubes. 2 15.7"" torpedo tubes. ",20 / 10 knots (surfaced/submerged),"Diesel / electric, 2 shafts ",8600 BHP / 2000 SHP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/302.html
Minerve class,6,6,Submarine,662 / 856 BRT ,68 metres ,4 officers + 38 men ,"1 3"" gun. 2 13 mm AA. 6 21.7"" torpedo tubes. 3 15.7"" torpedo tubes. ",14 / 9 knots (surfaced/submerged),"Diesel / electric, 2 shafts ",1800 BHP / 1200 SHP  (surfaced/submerged), ,http://uboat.net/allies/warships/class/303.html
Ville d'Ys class,1,1,Colonial sloop,1250 BRT ,82 metres ,92 men ,"1 3.9"" gun. 3 3"" AA guns. 2 47 mm. ",17 knots,"?, 1 shaft ",2500 HP , ,http://uboat.net/allies/warships/class/304.html
Bougainville class,8,8,Colonial sloop,1969 BRT ,104 metres ,14 officers + 121 men ,"3 5.5"" guns (3x1). 4 37 mm AA. 6 13 mm AA. 50 mines. 1 aircraft. ",17 knots,"Diesels, 2 shaft ",3200 BHP , ,http://uboat.net/allies/warships/class/305.html
Somme class,3,3,Gunboat,570 BRT ,78 metres ,113 men ,"4 3.9"" guns (4x1). 2.2.5"" guns (2x1). ",20 knots,"Geared turbines, 2 shafts ",4000 SHP , ,http://uboat.net/allies/warships/class/306.html
Ailette class,1,1,Gunboat,492 BRT ,70 metres ,107 men ,"4 3.9"" guns (4x1). 2 2.5"" guns (2x1). ",20 knots,"Geared turbines, 2 shafts ",4000 SHP , ,http://uboat.net/allies/warships/class/307.html
Suippe class,1,1,Gunboat,604 BRT ,76 metres ,107 men ,"4 3.9"" guns (4x4). 1 2.5"" gun. ",20 knots,"Geared turbines, 2 shafts ",5000 SHP , ,http://uboat.net/allies/warships/class/308.html
Dubourdieu class,2,2,Gunboat,453 BRT ,65 metres ,74 men ,"1 5.5"" gun. 1 3.9"" gun. ",16.5 knots,"Geared turbines, 2 shafts ",2000 SHP , ,http://uboat.net/allies/warships/class/309.html
Arras class,11,11,Gunboat,850 BRT ,75 metres ,103 men ,"2 5.5"" guns (2x1). 1 3"" AA gun. 4 MG AA ",20 knots,"Geared turbines, 2 shafts ",5000 SHP , ,http://uboat.net/allies/warships/class/310.html
Altair class,1,1,Gunboat,1140 BRT , , ,"2 5.5"" guns (2x1). 2 3"" guns (2x1). ",17 knots,,, ,http://uboat.net/allies/warships/class/311.html
Granit class,1,1,Gunboat,360 BRT ,58 metres ,63 men ,"1 2.5"" gun. ",12.5 knots,"?, 1 shaft ",600 HP , ,http://uboat.net/allies/warships/class/312.html
Ardent class,4,4,Gunboat,"310 BRT, Etourdi 266 BRT ",60 metres ,55 men ,"2 3.9"" guns (2x1). ","17 knots, Etourdi 14 knots","?, 2 shafts, Etourdi 1 shaft ","2200 HP, Etourdi 1500 HP ", ,http://uboat.net/allies/warships/class/313.html
Friponne class,2,2,Gunboat,315 BRT ,66 metres ,54 men ,"2 3.9"" guns (2x1). ",14.5 knots,"Diesels, 2 shafts ",900 BHP , ,http://uboat.net/allies/warships/class/314.html
Luronne class,1,1,Gunboat,266 BRT ,60 metres ,54 men ,"2 3.9"" guns (2x1). ",13.5 knots,"Diesels, 2 shaft ",630 BHP , ,http://uboat.net/allies/warships/class/315.html
Valliante class,1,1,Gunboat,457 BRT ,66 metres ,54 men ,"2 3.9"" guns (2x1). ",17 knots,"Diesels, 2 shafts ",1800 BHP , ,http://uboat.net/allies/warships/class/316.html
Chamois class,4,4,Minesweeper,647 BRT ,78 metres ,4 officers + 99 men ,"1 3.9"" gun. 8 13 mm AA (2x2, 4x1). ",20 knots,"Diesels, 2 shaft ",4000 BHP , ,http://uboat.net/allies/warships/class/317.html
Elan class,15,15,Minesweeper,630 BRT ,78 metres ,4 officers + 99 men ,"1 3.9"" gun. 8 13 mm AA (2x2, 4x1). ",20 knots,"Diesels, 2 shaft ",4000 BHP , ,http://uboat.net/allies/warships/class/318.html
Albatre class,1,1,Gunboat,380 BRT ,58 metres ,63 men ,"1 2.5"" gun. ",10.5 knots,"?, 1 shaft ",500 HP , ,http://uboat.net/allies/warships/class/319.html
Kingfisher class,9,9,Patrol vessel,510 BRT ,234 feet ,60 men ,"1 4""/45 gun. 2 40 mm AA (2x1). 2 20 mm AA (2x1).  ",20 knots,"Geared turbines, 2 shafts ",3600 SHP ,"This class consisted out of three groups; First group; HMS Kingfisher, HMS Mallard and HMS Puffin Displacement was 510 tons. Second group; HMS Kittiwake, HMS Sheldrake and HMS Widgeon Displacement was 530 tons. Third group; HMS Guillemot, HMS Pintail and HMS Shearwater Displacement was 580 tons. ",http://uboat.net/allies/warships/class/320.html
Kil class,15,15,Patrol vessel,640 BRT ,181 feet ,96 men ,"1 3""/50 gun. 2 40 mm AA (2x1). 2 20 mm AA (2x1).  ",15 knots,"Diesel engines, 2 shafts ",900 BHP , ,http://uboat.net/allies/warships/class/321.html
Shoreham class,4,4,Sloop,1105 BRT ,250 feet ,100 men ,"2 4"" guns (2x1). 4 .5"" AA (1x4). ",16 knots,"Geared turbines, 2 shafts ",2000 SHP , ,http://uboat.net/allies/warships/class/322.html
Falmouth class,4,4,Sloop,1060 BRT ,250 feet ,100 men ,"2 4"" guns (2x1). 4 .5"" AA (1x4). ",16 knots,"Geared turbines, 2 shafts ",2000 SHP , ,http://uboat.net/allies/warships/class/323.html
Modified Black Swan class,29,34,Sloop,1350 BRT ,283 ,192 men ,"6 4"" AA guns (3x2). 12 20mm AA (6x2). ",20 knots,"Geared turbines, 2 shafts ",4300 SHP ,"HMS Whimbrel, HMS Wild Goose, HMS Woodcock, HMS Woodpecker and HMS Wren, same as above except; Displacement; 1300 tons. Complement; 180 men. Speed; 19.25 knots. Power; 3600 SHP.  ",http://uboat.net/allies/warships/class/324.html
Net class,1,1,Boom Defence Vessel,530 BRT ,160 feet ,32 men ,"1 3"" AA gun. ",11.5 knots,,850 IHP , ,http://uboat.net/allies/warships/class/325.html
Bar class,3,3,Boom Defence Vessel,730 BRT ,174 feet , ,"1 3"" AA gun. ",12 knots,,, ,http://uboat.net/allies/warships/class/326.html
Dog class,2,2,ASW Trawler,"460 BRT, Mastiff 520 BRT ","160 feet, Mastiff 163 feet ",33 men ,"1 4"" gun 2 MG AA (2x1) ","12 knots, Mastiff 13 knots","Reciprocating engine (V.T.E.), 1 shaft ","850 IHP, Mastiff 950 IHP ", ,http://uboat.net/allies/warships/class/327.html
Dance class,20,20,ASW Trawler,530 BRT ,161 feet ,35 men ,"1 4"" guns 3 20mm AA (3x1) ",11.5 knots,"Reciprocating engine (V.T.E.), 1 shaft ",850 IHP , ,http://uboat.net/allies/warships/class/328.html
Fish class,10,10,ASW Trawler,670 BRT ,162 feet ,35 men ,"1 4"" gun 3 20 mm AA (3x1) ",11 knots,"Reciprocating engine (V.T.E.), 1 shaft ",700 IHP , ,http://uboat.net/allies/warships/class/329.html
Hill class,8,8,ASW Trawler,750 BRT ,181 feet ,40 men ,1 12 pdr AA gun 3 20 mm AA (3x1) ,11 knots,"Reciprocating engines, 1 shaft ",970 IHP , ,http://uboat.net/allies/warships/class/330.html
Military class,9,9,ASW Trawler,750 BRT ,193 feet ,40 men ,"1 4"" gun 4 20 mm AA (4x1) ",11 knots,"Reciprocating engine, 1 shaft ",1000 IHP , ,http://uboat.net/allies/warships/class/331.html
No specific class,222,222,ASW Trawler, , , , ,,,,"These ships were taken over by the Admiralty. Displacement and armament are listed, if known to us, on each individual page. ",http://uboat.net/allies/warships/class/332.html
Hunt class,25,25,Minesweeper,710 BRT ,231 feet ,73 men ,"1 4"" gun 1 3"" AA gun ",16 knots,"Reciprocating (V.T.E.), 2 shafts ",2200 IHP ,World War One vintage minesweepers. AA armament was increased during the war. ,http://uboat.net/allies/warships/class/333.html
